id,x,y,z,dest,phase,AuRec,AuFA,tons,co3,orgc,sulf,Mcost,Pcost,Tcost,Tvalue,Bvalue,rc_Stockpile,rc_RockChar,blockvalue,destination,period
68918,69,74,58,4,3,0.0,0.00375,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68919,69,75,58,4,3,0.0,0.00158,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68920,69,76,58,4,3,0.0,0.00137,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68921,69,77,58,4,3,0.0,0.00099,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68922,69,78,58,4,3,0.0,0.00099,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68923,69,80,58,4,3,0.0,0.00338,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68924,69,81,58,4,3,0.0,0.00399,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,9
68925,69,82,58,4,3,0.0,0.00411,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,9
68926,69,83,58,4,3,0.0,0.00381,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68927,69,84,58,4,3,0.0,0.00192,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68928,69,85,58,4,3,0.0,0.00194,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68929,69,86,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68930,69,87,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68931,70,74,58,4,3,0.0,0.00347,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68932,70,75,58,4,3,0.0,0.00338,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68933,70,76,58,4,3,0.0,0.00104,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68934,70,77,58,4,3,0.0,0.00099,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68935,70,79,58,4,3,0.0,0.00486,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68936,70,80,58,4,3,0.0,0.00469,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,9
68937,70,81,58,4,3,0.0,0.00476,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,9
68938,70,82,58,4,3,0.0,0.00353,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68939,70,83,58,4,3,0.0,0.00413,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68940,70,84,58,4,3,0.0,0.00253,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68941,70,85,58,4,3,0.0,0.00186,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68942,70,86,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68943,70,87,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68944,71,74,58,4,3,0.0,0.00376,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68945,71,75,58,4,3,0.0,0.00343,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68946,71,76,58,4,3,0.0,0.00372,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68947,71,80,58,4,3,0.0,0.00598,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,9
68948,71,81,58,4,3,0.0,0.00547,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68949,71,82,58,4,3,0.0,0.00345,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68950,71,83,58,4,3,0.0,0.00447,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68951,71,84,58,4,3,0.0,0.00344,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68952,71,85,58,4,3,0.0,0.00559,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68953,71,86,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68954,71,87,58,4,3,0.0,0.00598,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68955,72,74,58,4,3,0.0,0.0035,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68956,72,75,58,4,3,0.0,0.00419,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68957,72,81,58,4,3,0.0,0.00568,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68958,72,82,58,4,3,0.0,0.00478,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68959,72,83,58,4,3,0.0,0.0052,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68960,72,84,58,4,3,0.0,0.00582,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68961,72,86,58,4,3,0.0,0.00497,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68962,72,87,58,4,3,0.0,0.00599,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68963,73,74,58,4,3,0.0,0.00551,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68964,73,75,58,4,3,0.0,0.00432,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68965,73,81,58,4,3,0.0,0.00571,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68966,73,82,58,4,3,0.0,0.00475,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68967,73,83,58,4,3,0.0,0.00486,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68968,73,84,58,4,3,0.0,0.00532,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68969,73,86,58,4,3,0.0,0.00513,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68970,73,87,58,4,3,0.0,0.00468,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68971,74,74,58,4,3,0.0,0.00541,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68972,74,80,58,4,3,0.0,0.00535,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68973,74,82,58,4,3,0.0,0.00574,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68974,74,83,58,4,3,0.0,0.00517,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68975,74,86,58,4,3,0.0,0.00529,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68976,75,74,58,4,3,0.0,0.0058,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
68977,75,80,58,4,3,0.0,0.00526,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68978,75,82,58,4,3,0.0,0.00588,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68979,76,78,58,4,3,0.0,0.00533,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68980,76,79,58,4,3,0.0,0.00595,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68981,77,78,58,4,3,0.0,0.00537,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68982,77,79,58,4,3,0.0,0.00482,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68983,78,74,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68984,78,75,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
68985,78,76,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,7
68986,78,77,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68987,78,78,58,4,3,0.0,0.00482,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68988,78,84,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68989,79,73,58,4,3,0.0,0.00591,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
68990,79,74,58,4,3,0.0,0.0035,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
68991,79,75,58,4,3,0.0,0.0039,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
68992,79,76,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68993,79,77,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68994,79,78,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68995,79,79,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68996,79,80,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68997,79,82,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68998,79,83,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
68999,80,72,58,4,3,0.0,0.00368,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
69000,80,73,58,4,3,0.0,0.00351,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69001,80,74,58,4,3,0.0,0.00343,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,7
69002,80,75,58,4,3,0.0,0.00334,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69003,80,76,58,4,3,0.0,0.00387,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69004,80,77,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69005,80,78,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69006,80,79,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69007,80,80,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69008,80,81,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69009,80,82,58,4,3,0.0,0.0,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69010,81,71,58,4,3,0.0,0.00351,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,3
69011,81,72,58,4,3,0.0,0.00348,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69012,81,73,58,4,3,0.0,0.00348,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
69013,81,74,58,4,3,0.0,0.00339,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69014,81,75,58,4,3,0.0,0.00337,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69015,81,76,58,4,3,0.0,0.00412,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69016,81,77,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69017,81,78,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69018,81,79,58,4,3,0.0,0.0,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69019,81,80,58,4,3,0.0,0.00496,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69020,81,81,58,4,3,0.0,0.00468,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69021,81,82,58,4,3,0.0,0.00494,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69022,82,71,58,4,3,0.0,0.00309,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69023,82,72,58,4,3,0.0,0.00332,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
69024,82,73,58,4,3,0.0,0.00368,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69025,82,74,58,4,3,0.0,0.0035,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69026,82,75,58,4,3,0.0,0.00403,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69027,82,76,58,4,3,0.0,0.00506,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69028,82,77,58,4,3,0.0,0.00512,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69029,82,78,58,4,3,0.0,0.00536,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69030,82,79,58,4,3,0.0,0.00557,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69031,82,80,58,4,3,0.0,0.00491,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69032,82,81,58,4,3,0.0,0.00416,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69033,83,72,58,4,3,0.0,0.00429,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69034,83,73,58,4,3,0.0,0.00454,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69035,83,74,58,4,3,0.0,0.00468,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69036,83,75,58,4,3,0.0,0.00484,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69037,83,76,58,4,3,0.0,0.00514,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69038,83,77,58,4,3,0.0,0.00475,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69039,83,78,58,4,3,0.0,0.00355,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69040,83,79,58,4,3,0.0,0.00361,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69041,83,80,58,4,3,0.0,0.00333,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69042,84,72,58,4,3,0.0,0.00498,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69043,84,73,58,4,3,0.0,0.00506,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69044,84,74,58,4,3,0.0,0.00488,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69045,84,75,58,4,3,0.0,0.00389,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69046,84,76,58,4,3,0.0,0.00321,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69047,84,77,58,4,3,0.0,0.00325,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69048,84,78,58,4,3,0.0,0.00305,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69049,84,79,58,4,3,0.0,0.00436,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69050,85,70,58,4,3,0.0,0.00556,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69051,85,71,58,4,3,0.0,0.00514,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69052,85,72,58,4,3,0.0,0.00484,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69053,85,73,58,4,3,0.0,0.00375,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69054,85,74,58,4,3,0.0,0.00272,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69055,85,75,58,4,3,0.0,0.00374,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69056,85,76,58,4,3,0.0,0.00421,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69057,85,77,58,4,3,0.0,0.00268,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69058,85,78,58,4,3,0.0,0.00481,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69059,86,68,58,4,3,0.0,0.0048,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
69060,86,69,58,4,3,0.0,0.00497,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69061,86,70,58,4,3,0.0,0.0045,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69062,86,71,58,4,3,0.0,0.00573,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69063,86,72,58,4,3,0.0,0.0046,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69064,86,73,58,4,3,0.0,0.00426,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69065,86,74,58,4,3,0.0,0.0053,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69066,86,75,58,4,3,0.0,0.00502,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69067,86,76,58,4,3,0.0,0.005,2253.5212,16.3,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69068,86,77,58,4,3,0.0,0.0,1882.35295,16.3,0.0,0.0,1.717,0.033,0.0,-1.75,-3294,1,cov,-3294,4,
69069,87,66,58,4,3,0.0,0.0048,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69070,87,67,58,4,3,0.0,0.00375,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69071,87,68,58,4,3,0.0,0.00377,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69072,87,70,58,4,3,0.0,0.00528,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69073,87,71,58,4,3,0.0,0.0054,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69074,87,72,58,4,3,0.0,0.00539,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69075,87,73,58,4,3,0.0,0.00572,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69076,87,74,58,4,3,0.0,0.00426,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69077,87,75,58,4,3,0.0,0.0,1882.35295,16.3,0.0,0.0,1.717,0.033,0.0,-1.75,-3294,1,cov,-3294,4,
69078,88,63,58,4,3,0.0,0.00559,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,2
69079,88,64,58,4,3,0.0,0.00435,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,3
69080,88,65,58,4,3,0.0,0.00302,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
69081,88,66,58,4,3,0.0,0.00256,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
69082,88,67,58,4,3,0.0,0.00496,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69083,88,68,58,4,3,0.0,0.0053,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69084,88,69,58,4,3,0.0,0.0046,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69085,88,70,58,4,3,0.0,0.00382,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69086,88,71,58,4,3,0.0,0.00383,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69087,88,72,58,4,3,0.0,0.00476,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69088,88,73,58,4,3,0.0,0.00352,1882.35295,16.3,0.0,0.0,1.717,0.033,0.0,-1.75,-3294,1,cov,-3294,4,
69089,88,74,58,4,3,0.0,0.0,1882.35295,16.3,0.0,0.0,1.717,0.033,0.0,-1.75,-3294,1,cov,-3294,4,
69090,89,59,58,4,3,0.0,0.006,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69091,89,60,58,4,3,0.0,0.00439,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69092,89,61,58,4,3,0.0,0.00358,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
69093,89,62,58,4,3,0.0,0.00335,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,4
69094,89,63,58,4,3,0.0,0.00301,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69095,89,64,58,4,3,0.0,0.00229,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
69096,89,65,58,4,3,0.0,0.00445,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,5
69097,89,66,58,4,3,0.0,0.00408,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69098,89,67,58,4,3,0.0,0.00329,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69099,89,68,58,4,3,0.0,0.00342,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69100,89,69,58,4,3,0.0,0.00338,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69101,89,70,58,4,3,0.0,0.00385,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,
69102,89,71,58,4,3,0.0,0.00256,1882.35295,8.2,0.0,0.0,1.717,0.033,0.0,-1.75,-3294,1,cov,-3294,4,
69103,89,72,58,4,3,0.0,0.0,1882.35295,16.3,0.0,0.0,1.717,0.033,0.0,-1.75,-3294,1,cov,-3294,4,
69104,89,73,58,4,3,0.0,0.0,1882.35295,16.3,0.0,0.0,1.717,0.033,0.0,-1.75,-3294,1,cov,-3294,4,
69105,90,56,58,4,3,0.0,0.00536,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,7
69106,90,57,58,4,3,0.0,0.00547,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
69107,90,58,58,4,3,0.0,0.00426,2253.5212,8.2,0.0,0.0,1.747,0.033,0.0,-1.78,-4011,1,ow,-4011,4,6
