id,x,y,z,blockvalue,ton,destination,Au(oz/ton),period
95585,52,90,17,-1375,1041.67,0,0.017,6
95586,53,90,17,-1375,1041.67,0,0.017,6
95587,54,90,17,-1375,1041.67,0,0.014,7
95588,55,90,17,-1375,1041.67,0,0.013,9
95589,56,90,17,-1375,1041.67,0,0.009,9
95590,19,91,17,5833,1041.67,1,0.032,7
95591,20,91,17,19333,1041.67,1,0.048,7
95592,21,91,17,27771,1041.67,1,0.058,5
95593,22,91,17,32833,1041.67,1,0.064,4
95594,23,91,17,36208,1041.67,1,0.068,3
95595,24,91,17,36208,1041.67,1,0.068,3
95596,25,91,17,32833,1041.67,1,0.064,3
95597,26,91,17,-1375,1041.67,0,0.05,3
95598,27,91,17,-1375,1041.67,0,0.048,3
95599,28,91,17,-1375,1041.67,0,0.049,3
95600,29,91,17,-1375,1041.67,0,0.047,3
95601,30,91,17,-1375,1041.67,0,0.041,3
95602,31,91,17,11740,1041.67,1,0.039,3
95603,32,91,17,-1375,1041.67,0,0.035,3
95604,33,91,17,-1375,1041.67,0,0.027,3
95605,34,91,17,-1375,1041.67,0,0.025,3
95606,35,91,17,-1375,1041.67,0,0.021,3
95607,36,91,17,-1375,1041.67,0,0.019,4
95608,37,91,17,-1375,1041.67,0,0.017,5
95609,38,91,17,-1375,1041.67,0,0.021,5
95610,39,91,17,-1375,1041.67,0,0.026,5
95611,40,91,17,-1375,1041.67,0,0.028,5
95612,41,91,17,-1375,1041.67,0,0.027,6
95613,42,91,17,-1375,1041.67,0,0.025,6
95614,43,91,17,-1375,1041.67,0,0.021,7
95615,44,91,17,-1375,1041.67,0,0.016,7
95616,45,91,17,-1375,1041.67,0,0.017,7
95617,46,91,17,-1375,1041.67,0,0.02,7
95618,47,91,17,-1375,1041.67,0,0.02,6
95619,48,91,17,-1375,1041.67,0,0.02,6
95620,49,91,17,-1375,1041.67,0,0.02,6
95621,50,91,17,-1375,1041.67,0,0.018,6
95622,51,91,17,-1375,1041.67,0,0.018,6
95623,52,91,17,-1375,1041.67,0,0.018,6
95624,53,91,17,-1375,1041.67,0,0.015,7
95625,54,91,17,-1375,1041.67,0,0.014,8
95626,55,91,17,-1375,1041.67,0,0.012,9
95627,56,91,17,-1375,1041.67,0,0.008,9
95628,19,92,17,17646,1041.67,1,0.046,7
95629,20,92,17,42958,1041.67,1,0.076,5
95630,21,92,17,44646,1041.67,1,0.078,4
95631,22,92,17,61521,1041.67,1,0.098,3
95632,23,92,17,68271,1041.67,1,0.106,3
95633,24,92,17,70802,1041.67,1,0.109,3
95634,25,92,17,59833,1041.67,1,0.096,3
95635,26,92,17,-1375,1041.67,0,0.085,3
95636,27,92,17,-1375,1041.67,0,0.069,3
95637,28,92,17,-1375,1041.67,0,0.05,3
95638,29,92,17,-1375,1041.67,0,0.056,3
95639,30,92,17,-1375,1041.67,0,0.037,3
95640,31,92,17,-1375,1041.67,0,0.034,3
95641,32,92,17,-1375,1041.67,0,0.029,3
95642,33,92,17,-1375,1041.67,0,0.026,3
95643,34,92,17,-1375,1041.67,0,0.022,3
95644,35,92,17,-1375,1041.67,0,0.021,3
95645,36,92,17,-1375,1041.67,0,0.018,3
95646,37,92,17,-1375,1041.67,0,0.02,4
95647,38,92,17,-1375,1041.67,0,0.024,5
95648,39,92,17,-1375,1041.67,0,0.027,5
95649,40,92,17,-1375,1041.67,0,0.027,5
95650,41,92,17,-1375,1041.67,0,0.024,5
95651,42,92,17,-1375,1041.67,0,0.02,6
95652,43,92,17,-1375,1041.67,0,0.016,6
95653,44,92,17,-1375,1041.67,0,0.015,7
95654,45,92,17,-1375,1041.67,0,0.016,7
95655,46,92,17,-1375,1041.67,0,0.017,7
95656,47,92,17,-1375,1041.67,0,0.018,6
95657,48,92,17,-1375,1041.67,0,0.02,6
95658,49,92,17,-1375,1041.67,0,0.019,6
95659,50,92,17,-1375,1041.67,0,0.019,6
95660,51,92,17,-1375,1041.67,0,0.018,6
95661,52,92,17,-1375,1041.67,0,0.017,7
95662,53,92,17,-1375,1041.67,0,0.016,7
95663,54,92,17,-1375,1041.67,0,0.014,8
95664,55,92,17,-1375,1041.67,0,0.012,9
95665,19,93,17,27771,1041.67,1,0.058,5
95666,20,93,17,51396,1041.67,1,0.086,4
95667,21,93,17,81771,1041.67,1,0.122,3
95668,22,93,17,84302,1041.67,1,0.125,3
95669,23,93,17,91896,1041.67,1,0.134,3
95670,24,93,17,92740,1041.67,1,0.135,1
95671,25,93,17,83458,1041.67,1,0.124,1
95672,26,93,17,72490,1041.67,1,0.111,1
95673,27,93,17,-1375,1041.67,0,0.092,1
95674,28,93,17,-1375,1041.67,0,0.067,1
95675,29,93,17,-1375,1041.67,0,0.057,1
95676,30,93,17,-1375,1041.67,0,0.032,1
95677,31,93,17,-1375,1041.67,0,0.03,1
95678,32,93,17,-1375,1041.67,0,0.027,1
95679,33,93,17,-1375,1041.67,0,0.024,3
95680,34,93,17,-1375,1041.67,0,0.022,3
95681,35,93,17,-1375,1041.67,0,0.017,3
95682,36,93,17,-1375,1041.67,0,0.018,3
95683,37,93,17,-1375,1041.67,0,0.022,3
95684,38,93,17,-1375,1041.67,0,0.026,4
95685,39,93,17,-1375,1041.67,0,0.03,5
95686,40,93,17,-1375,1041.67,0,0.03,5
95687,41,93,17,-1375,1041.67,0,0.024,5
95688,42,93,17,-1375,1041.67,0,0.018,5
95689,43,93,17,-1375,1041.67,0,0.013,6
95690,44,93,17,-1375,1041.67,0,0.011,7
95691,45,93,17,-1375,1041.67,0,0.013,7
95692,46,93,17,-1375,1041.67,0,0.016,7
95693,47,93,17,-1375,1041.67,0,0.019,7
95694,48,93,17,-1375,1041.67,0,0.022,7
95695,49,93,17,-1375,1041.67,0,0.021,7
95696,50,93,17,-1375,1041.67,0,0.019,7
95697,51,93,17,-1375,1041.67,0,0.019,7
95698,52,93,17,-1375,1041.67,0,0.017,7
95699,53,93,17,-1375,1041.67,0,0.015,7
95700,54,93,17,-1375,1041.67,0,0.013,9
95701,55,93,17,-1375,1041.67,0,0.01,9
95702,19,94,17,26927,1041.67,1,0.057,4
95703,20,94,17,61521,1041.67,1,0.098,3
95704,21,94,17,101177,1041.67,1,0.145,3
95705,22,94,17,102865,1041.67,1,0.147,3
95706,23,94,17,46333,1041.67,1,0.08,1
95707,24,94,17,102021,1041.67,1,0.146,1
95708,25,94,17,99490,1041.67,1,0.143,1
95709,26,94,17,85146,1041.67,1,0.126,1
95710,27,94,17,-1375,1041.67,0,0.104,1
95711,28,94,17,-1375,1041.67,0,0.066,1
95712,29,94,17,-1375,1041.67,0,0.05,1
95713,30,94,17,-1375,1041.67,0,0.028,1
95714,31,94,17,-1375,1041.67,0,0.027,1
95715,32,94,17,-1375,1041.67,0,0.026,1
95716,33,94,17,-1375,1041.67,0,0.023,1
95717,34,94,17,-1375,1041.67,0,0.02,1
95718,35,94,17,-1375,1041.67,0,0.018,3
95719,36,94,17,-1375,1041.67,0,0.017,3
95720,37,94,17,-1375,1041.67,0,0.02,3
95721,38,94,17,-1375,1041.67,0,0.024,3
95722,39,94,17,-1375,1041.67,0,0.028,4
95723,40,94,17,-1375,1041.67,0,0.028,5
95724,41,94,17,-1375,1041.67,0,0.022,5
95725,42,94,17,-1375,1041.67,0,0.017,5
95726,43,94,17,-1375,1041.67,0,0.012,6
95727,44,94,17,-1375,1041.67,0,0.011,7
95728,45,94,17,-1375,1041.67,0,0.013,7
95729,46,94,17,-1375,1041.67,0,0.016,7
95730,47,94,17,-1375,1041.67,0,0.019,7
95731,48,94,17,-1375,1041.67,0,0.023,7
95732,49,94,17,-1375,1041.67,0,0.021,7
95733,50,94,17,-1375,1041.67,0,0.019,7
95734,51,94,17,-1375,1041.67,0,0.017,7
95735,52,94,17,-1375,1041.67,0,0.017,7
95736,53,94,17,-1375,1041.67,0,0.014,8
95737,54,94,17,-1375,1041.67,0,0.012,9
95738,18,95,17,-1375,1041.67,0,0.066,9
95739,19,95,17,53083,1041.67,1,0.088,3
95740,20,95,17,96958,1041.67,1,0.14,3
95741,21,95,17,118052,1041.67,1,0.165,3
95742,22,95,17,120583,1041.67,1,0.168,1
95743,23,95,17,116365,1041.67,1,0.163,1
95744,24,95,17,127333,1041.67,1,0.176,1
95745,25,95,17,119740,1041.67,1,0.167,1
95746,26,95,17,104552,1041.67,1,0.149,1
95747,27,95,17,75865,1041.67,1,0.115,1
95748,28,95,17,-1375,1041.67,0,0.081,1
95749,29,95,17,-1375,1041.67,0,0.045,1
95750,30,95,17,-1375,1041.67,0,0.032,1
95751,31,95,17,-1375,1041.67,0,0.034,1
95752,32,95,17,-1375,1041.67,0,0.026,1
95753,33,95,17,-1375,1041.67,0,0.02,1
95754,34,95,17,-1375,1041.67,0,0.017,1
95755,35,95,17,-1375,1041.67,0,0.016,1
95756,36,95,17,-1375,1041.67,0,0.016,3
95757,37,95,17,-1375,1041.67,0,0.016,3
95758,38,95,17,-1375,1041.67,0,0.018,3
95759,39,95,17,-1375,1041.67,0,0.02,3
95760,40,95,17,-1375,1041.67,0,0.022,4
95761,41,95,17,-1375,1041.67,0,0.019,5
95762,42,95,17,-1375,1041.67,0,0.016,5
95763,43,95,17,-1375,1041.67,0,0.014,6
95764,44,95,17,-1375,1041.67,0,0.014,6
95765,45,95,17,-1375,1041.67,0,0.015,7
95766,46,95,17,-1375,1041.67,0,0.016,7
95767,47,95,17,-1375,1041.67,0,0.018,7
95768,48,95,17,-1375,1041.67,0,0.019,7
95769,49,95,17,-1375,1041.67,0,0.019,7
95770,50,95,17,-1375,1041.67,0,0.019,7
95771,51,95,17,-1375,1041.67,0,0.017,7
95772,52,95,17,-1375,1041.67,0,0.016,8
95773,53,95,17,-1375,1041.67,0,0.013,8
95774,54,95,17,-1375,1041.67,0,0.01,9
95775,18,96,17,70802,1041.67,1,0.109,4
95776,19,96,17,114677,1041.67,1,0.161,3
95777,20,96,17,140833,1041.67,1,0.192,3
95778,21,96,17,150115,1041.67,1,0.203,1
95779,22,96,17,166146,1041.67,1,0.222,1
95780,23,96,17,167833,1041.67,1,0.224,0
95781,24,96,17,180490,1041.67,1,0.239,0
95782,25,96,17,184708,1041.67,1,0.244,0
95783,26,96,17,150958,1041.67,1,0.204,0
95784,27,96,17,87677,1041.67,1,0.129,0
95785,28,96,17,-1375,1041.67,0,0.08,0
95786,29,96,17,-1375,1041.67,0,0.044,0
95787,30,96,17,-1375,1041.67,0,0.033,1
95788,31,96,17,-1375,1041.67,0,0.031,1
95789,32,96,17,-1375,1041.67,0,0.024,1
95790,33,96,17,-1375,1041.67,0,0.017,1
95791,34,96,17,-1375,1041.67,0,0.013,1
95792,35,96,17,-1375,1041.67,0,0.012,1
95793,36,96,17,-1375,1041.67,0,0.013,1
95794,37,96,17,-1375,1041.67,0,0.013,3
95795,38,96,17,-1375,1041.67,0,0.012,3
95796,39,96,17,-1375,1041.67,0,0.013,3
95797,40,96,17,-1375,1041.67,0,0.015,3
95798,41,96,17,-1375,1041.67,0,0.016,4
95799,42,96,17,-1375,1041.67,0,0.015,5
95800,43,96,17,-1375,1041.67,0,0.014,5
95801,44,96,17,-1375,1041.67,0,0.014,6
95802,45,96,17,-1375,1041.67,0,0.015,7
95803,46,96,17,-1375,1041.67,0,0.016,7
95804,47,96,17,-1375,1041.67,0,0.017,7
95805,48,96,17,-1375,1041.67,0,0.018,7
95806,49,96,17,-1375,1041.67,0,0.018,7
95807,50,96,17,-1375,1041.67,0,0.018,7
95808,51,96,17,-1375,1041.67,0,0.016,8
95809,52,96,17,-1375,1041.67,0,0.015,8
95810,53,96,17,-1375,1041.67,0,0.012,9
95811,17,97,17,38740,1041.67,1,0.071,7
95812,18,97,17,99490,1041.67,1,0.143,3
95813,19,97,17,174583,1041.67,1,0.232,3
95814,20,97,17,200740,1041.67,1,0.263,1
95815,21,97,17,188927,1041.67,1,0.249,1
95816,22,97,17,199052,1041.67,1,0.261,0
95817,23,97,17,199896,1041.67,1,0.262,0
95818,24,97,17,220990,1041.67,1,0.287,0
95819,25,97,17,230271,1041.67,1,0.298,0
95820,26,97,17,177115,1041.67,1,0.235,0
95821,27,97,17,97802,1041.67,1,0.141,0
95822,28,97,17,64896,1041.67,1,0.102,0
95823,29,97,17,-1375,1041.67,0,0.043,0
95824,30,97,17,-1375,1041.67,0,0.027,0
95825,31,97,17,-1375,1041.67,0,0.026,0
95826,32,97,17,-1375,1041.67,0,0.02,0
95827,33,97,17,-1375,1041.67,0,0.012,1
95828,34,97,17,-1375,1041.67,0,0.007,1
95829,35,97,17,-1375,1041.67,0,0.009,1
95830,36,97,17,-1375,1041.67,0,0.01,1
95831,37,97,17,-1375,1041.67,0,0.011,1
95832,38,97,17,-1375,1041.67,0,0.01,3
95833,39,97,17,-1375,1041.67,0,0.011,3
95834,40,97,17,-1375,1041.67,0,0.012,3
95835,41,97,17,-1375,1041.67,0,0.013,4
95836,42,97,17,-1375,1041.67,0,0.013,4
95837,43,97,17,-1375,1041.67,0,0.012,6
95838,44,97,17,-1375,1041.67,0,0.014,6
95839,45,97,17,-1375,1041.67,0,0.015,7
95840,46,97,17,-1375,1041.67,0,0.016,7
95841,47,97,17,-1375,1041.67,0,0.016,7
95842,48,97,17,-1375,1041.67,0,0.017,7
95843,49,97,17,-1375,1041.67,0,0.017,7
95844,50,97,17,-1375,1041.67,0,0.018,8
95845,51,97,17,-1375,1041.67,0,0.016,8
95846,52,97,17,-1375,1041.67,0,0.013,9
95847,53,97,17,-1375,1041.67,0,0.01,9
95848,16,98,17,19333,1041.67,1,0.048,8
95849,17,98,17,35365,1041.67,1,0.067,7
95850,18,98,17,120583,1041.67,1,0.168,3
95851,19,98,17,222677,1041.67,1,0.289,1
95852,20,98,17,231115,1041.67,1,0.299,1
95853,21,98,17,236177,1041.67,1,0.305,0
95854,22,98,17,220990,1041.67,1,0.287,0
95855,23,98,17,217615,1041.67,1,0.283,0
95856,24,98,17,247990,1041.67,1,0.319,0
95857,25,98,17,277521,1041.67,1,0.354,0
95858,26,98,17,189771,1041.67,1,0.25,0
95859,27,98,17,129021,1041.67,1,0.178,0
95860,28,98,17,71646,1041.67,1,0.11,0
95861,29,98,17,-1375,1041.67,0,0.044,0
95862,30,98,17,-1375,1041.67,0,0.029,0
95863,31,98,17,-1375,1041.67,0,0.026,0
95864,32,98,17,-1375,1041.67,0,0.019,0
95865,33,98,17,-1375,1041.67,0,0.011,0
95866,34,98,17,-1375,1041.67,0,0.008,1
95867,35,98,17,-1375,1041.67,0,0.008,1
95868,36,98,17,-1375,1041.67,0,0.009,1
95869,37,98,17,-1375,1041.67,0,0.01,1
95870,38,98,17,-1375,1041.67,0,0.01,1
95871,39,98,17,-1375,1041.67,0,0.01,3
95872,40,98,17,-1375,1041.67,0,0.012,3
95873,41,98,17,-1375,1041.67,0,0.013,4
95874,42,98,17,-1375,1041.67,0,0.011,4
95875,43,98,17,-1375,1041.67,0,0.011,6
95876,44,98,17,-1375,1041.67,0,0.014,6
95877,45,98,17,-1375,1041.67,0,0.014,7
95878,46,98,17,-1375,1041.67,0,0.014,7
95879,47,98,17,-1375,1041.67,0,0.015,7
95880,48,98,17,-1375,1041.67,0,0.016,7
95881,49,98,17,-1375,1041.67,0,0.016,8
95882,50,98,17,-1375,1041.67,0,0.017,8
95883,51,98,17,-1375,1041.67,0,0.014,9
95884,52,98,17,-1375,1041.67,0,0.012,9
95885,16,99,17,31146,1041.67,1,0.062,7
95886,17,99,17,57302,1041.67,1,0.093,7
95887,18,99,17,140833,1041.67,1,0.192,3
95888,19,99,17,228583,1041.67,1,0.296,1
95889,20,99,17,242083,1041.67,1,0.312,0
95890,21,99,17,241240,1041.67,1,0.311,0
95891,22,99,17,233646,1041.67,1,0.302,0
95892,23,99,17,234490,1041.67,1,0.303,0
95893,24,99,17,233646,1041.67,1,0.302,0
95894,25,99,17,229427,1041.67,1,0.297,0
95895,26,99,17,193990,1041.67,1,0.255,0
95896,27,99,17,140833,1041.67,1,0.192,0
95897,28,99,17,80927,1041.67,1,0.121,0
95898,29,99,17,-1375,1041.67,0,0.046,0
95899,30,99,17,-1375,1041.67,0,0.031,0
95900,31,99,17,-1375,1041.67,0,0.022,0
95901,32,99,17,-1375,1041.67,0,0.019,0
95902,33,99,17,-1375,1041.67,0,0.014,0
95903,34,99,17,-1375,1041.67,0,0.01,0
95904,35,99,17,-1375,1041.67,0,0.009,1
95905,36,99,17,-1375,1041.67,0,0.009,1
95906,37,99,17,-1375,1041.67,0,0.008,1
95907,38,99,17,-1375,1041.67,0,0.009,1
95908,39,99,17,-1375,1041.67,0,0.01,1
95909,40,99,17,-1375,1041.67,0,0.011,3
95910,41,99,17,-1375,1041.67,0,0.012,3
95911,42,99,17,-1375,1041.67,0,0.013,4
95912,43,99,17,-1375,1041.67,0,0.013,6
95913,44,99,17,-1375,1041.67,0,0.014,6
95914,45,99,17,-1375,1041.67,0,0.015,7
95915,46,99,17,-1375,1041.67,0,0.014,7
95916,47,99,17,-1375,1041.67,0,0.015,7
95917,48,99,17,-1375,1041.67,0,0.015,8
95918,49,99,17,-1375,1041.67,0,0.016,8
95919,50,99,17,-1375,1041.67,0,0.018,9
95920,51,99,17,-1375,1041.67,0,0.013,9
95921,52,99,17,-1375,1041.67,0,0.011,
95922,16,100,17,42958,1041.67,1,0.076,7
95923,17,100,17,70802,1041.67,1,0.109,5
95924,18,100,17,142521,1041.67,1,0.194,3
95925,19,100,17,206646,1041.67,1,0.27,1
95926,20,100,17,230271,1041.67,1,0.298,0
95927,21,100,17,240396,1041.67,1,0.31,0
95928,22,100,17,247990,1041.67,1,0.319,0
95929,23,100,17,261490,1041.67,1,0.335,0
95930,24,100,17,271615,1041.67,1,0.347,0
95931,25,100,17,262333,1041.67,1,0.336,0
95932,26,100,17,221833,1041.67,1,0.288,0
95933,27,100,17,161083,1041.67,1,0.216,0
95934,28,100,17,97802,1041.67,1,0.141,0
95935,29,100,17,-1375,1041.67,0,0.07,0
95936,30,100,17,-1375,1041.67,0,0.024,0
95937,31,100,17,-1375,1041.67,0,0.024,0
95938,32,100,17,-1375,1041.67,0,0.019,0
95939,33,100,17,-1375,1041.67,0,0.014,0
95940,34,100,17,-1375,1041.67,0,0.009,0
95941,35,100,17,-1375,1041.67,0,0.006,1
95942,36,100,17,-1375,1041.67,0,0.005,1
95943,37,100,17,-1375,1041.67,0,0.005,1
95944,38,100,17,-1375,1041.67,0,0.007,1
95945,39,100,17,-1375,1041.67,0,0.008,1
95946,40,100,17,-1375,1041.67,0,0.009,3
95947,41,100,17,-1375,1041.67,0,0.011,3
95948,42,100,17,-1375,1041.67,0,0.012,4
95949,43,100,17,-1375,1041.67,0,0.014,6
95950,44,100,17,-1375,1041.67,0,0.013,7
95951,45,100,17,-1375,1041.67,0,0.013,7
95952,46,100,17,-1375,1041.67,0,0.014,7
95953,47,100,17,-1375,1041.67,0,0.015,8
95954,48,100,17,-1375,1041.67,0,0.015,8
95955,49,100,17,-1375,1041.67,0,0.017,9
95956,50,100,17,-1375,1041.67,0,0.017,9
95957,51,100,17,-1375,1041.67,0,0.0,
95958,16,101,17,37896,1041.67,1,0.07,7
95959,17,101,17,65740,1041.67,1,0.103,5
95960,18,101,17,130708,1041.67,1,0.18,3
95961,19,101,17,180490,1041.67,1,0.239,1
95962,20,101,17,215083,1041.67,1,0.28,0
95963,21,101,17,237021,1041.67,1,0.306,0
95964,22,101,17,255583,1041.67,1,0.328,0
95965,23,101,17,280052,1041.67,1,0.357,0
95966,24,101,17,271615,1041.67,1,0.347,0
95967,25,101,17,264021,1041.67,1,0.338,0
95968,26,101,17,246302,1041.67,1,0.317,0
95969,27,101,17,177115,1041.67,1,0.235,0
95970,28,101,17,108771,1041.67,1,0.154,0
95971,29,101,17,-1375,1041.67,0,0.081,0
95972,30,101,17,-1375,1041.67,0,0.026,0
95973,31,101,17,-1375,1041.67,0,0.022,0
95974,32,101,17,-1375,1041.67,0,0.017,0
95975,33,101,17,-1375,1041.67,0,0.01,0
95976,34,101,17,-1375,1041.67,0,0.004,0
95977,35,101,17,-1375,1041.67,0,0.002,1
95978,36,101,17,-1375,1041.67,0,0.003,1
95979,37,101,17,-1375,1041.67,0,0.004,1
95980,38,101,17,-1375,1041.67,0,0.005,1
95981,39,101,17,-1375,1041.67,0,0.006,1
95982,40,101,17,-1375,1041.67,0,0.008,3
95983,41,101,17,-1375,1041.67,0,0.01,3
95984,42,101,17,-1375,1041.67,0,0.009,4
95985,43,101,17,-1375,1041.67,0,0.011,6
95986,44,101,17,-1375,1041.67,0,0.012,7
95987,45,101,17,-1375,1041.67,0,0.012,7
95988,46,101,17,-1375,1041.67,0,0.014,8
95989,47,101,17,-1375,1041.67,0,0.016,8
95990,48,101,17,-1375,1041.67,0,0.016,9
95991,49,101,17,-1375,1041.67,0,0.017,9
95992,50,101,17,-1375,1041.67,0,0.0,
95993,16,102,17,29458,1041.67,1,0.06,7
95994,17,102,17,54771,1041.67,1,0.09,5
95995,18,102,17,93583,1041.67,1,0.136,3
95996,19,102,17,150958,1041.67,1,0.204,1
95997,20,102,17,204958,1041.67,1,0.268,0
95998,21,102,17,226052,1041.67,1,0.293,0
95999,22,102,17,245458,1041.67,1,0.316,0
96000,23,102,17,273302,1041.67,1,0.349,0
96001,24,102,17,270771,1041.67,1,0.346,0
96002,25,102,17,262333,1041.67,1,0.336,0
96003,26,102,17,238708,1041.67,1,0.308,0
96004,27,102,17,171208,1041.67,1,0.228,0
96005,28,102,17,104552,1041.67,1,0.149,0
96006,29,102,17,53083,1041.67,1,0.088,0
96007,30,102,17,-1375,1041.67,0,0.035,0
96008,31,102,17,-1375,1041.67,0,0.027,0
96009,32,102,17,-1375,1041.67,0,0.016,0
96010,33,102,17,-1375,1041.67,0,0.007,0
96011,34,102,17,-1375,1041.67,0,0.002,0
96012,35,102,17,-1375,1041.67,0,0.0,1
96013,36,102,17,-1375,1041.67,0,0.001,1
96014,37,102,17,-1375,1041.67,0,0.003,1
96015,38,102,17,-1375,1041.67,0,0.004,1
96016,39,102,17,-1375,1041.67,0,0.005,1
96017,40,102,17,-1375,1041.67,0,0.006,3
96018,41,102,17,-1375,1041.67,0,0.007,4
96019,42,102,17,-1375,1041.67,0,0.008,5
96020,43,102,17,-1375,1041.67,0,0.01,6
96021,44,102,17,-1375,1041.67,0,0.011,7
96022,45,102,17,-1375,1041.67,0,0.0,8
96023,46,102,17,-1375,1041.67,0,0.0,8
96024,47,102,17,-1375,1041.67,0,0.0,9
96025,48,102,17,-1375,1041.67,0,0.0,9
96026,49,102,17,-1375,1041.67,0,0.0,
96027,50,102,17,-1375,1041.67,0,0.0,
96028,15,103,17,3302,1041.67,1,0.029,9
96029,16,103,17,26927,1041.67,1,0.057,7
96030,17,103,17,44646,1041.67,1,0.078,5
96031,18,103,17,73333,1041.67,1,0.112,3
96032,19,103,17,143365,1041.67,1,0.195,1
96033,20,103,17,166146,1041.67,1,0.222,0
96034,21,103,17,179646,1041.67,1,0.238,0
96035,22,103,17,211708,1041.67,1,0.276,0
96036,23,103,17,220990,1041.67,1,0.287,0
96037,24,103,17,242083,1041.67,1,0.312,0
96038,25,103,17,233646,1041.67,1,0.302,0
96039,26,103,17,182177,1041.67,1,0.241,0
96040,27,103,17,131552,1041.67,1,0.181,0
96041,28,103,17,86833,1041.67,1,0.128,0
96042,29,103,17,58990,1041.67,1,0.095,0
96043,30,103,17,-1375,1041.67,0,0.04,0
96044,31,103,17,-1375,1041.67,0,0.027,0
96045,32,103,17,-1375,1041.67,0,0.02,0
96046,33,103,17,-1375,1041.67,0,0.015,0
96047,34,103,17,-1375,1041.67,0,0.005,0
96048,35,103,17,-1375,1041.67,0,0.002,1
96049,36,103,17,-1375,1041.67,0,0.002,1
96050,37,103,17,-1375,1041.67,0,0.003,1
96051,38,103,17,-1375,1041.67,0,0.003,1
96052,39,103,17,-1375,1041.67,0,0.004,1
96053,40,103,17,-1375,1041.67,0,0.005,3
96054,41,103,17,-1375,1041.67,0,0.006,4
96055,42,103,17,-1375,1041.67,0,0.007,6
96056,43,103,17,-1375,1041.67,0,0.009,7
96057,44,103,17,-1375,1041.67,0,0.009,8
96058,45,103,17,-1375,1041.67,0,0.0,8
96059,46,103,17,-1375,1041.67,0,0.0,9
96060,47,103,17,-1375,1041.67,0,0.0,9
96061,48,103,17,-1375,1041.67,0,0.0,
96062,49,103,17,-1375,1041.67,0,0.0,
96063,15,104,17,6677,1041.67,1,0.033,9
96064,16,104,17,16802,1041.67,1,0.045,8
96065,17,104,17,27771,1041.67,1,0.058,7
96066,18,104,17,58990,1041.67,1,0.095,3
96067,19,104,17,86833,1041.67,1,0.128,1
96068,20,104,17,133240,1041.67,1,0.183,0
96069,21,104,17,138302,1041.67,1,0.189,0
96070,22,104,17,150115,1041.67,1,0.203,0
96071,23,104,17,150115,1041.67,1,0.203,0
96072,24,104,17,152646,1041.67,1,0.206,0
96073,25,104,17,140833,1041.67,1,0.192,0
96074,26,104,17,118896,1041.67,1,0.166,0
96075,27,104,17,95271,1041.67,1,0.138,0
96076,28,104,17,80083,1041.67,1,0.12,0
96077,29,104,17,58990,1041.67,1,0.095,0
96078,30,104,17,-1375,1041.67,0,0.039,0
96079,31,104,17,-1375,1041.67,0,0.02,0
96080,32,104,17,-1375,1041.67,0,0.018,0
96081,33,104,17,-1375,1041.67,0,0.016,0
96082,34,104,17,-1375,1041.67,0,0.011,1
96083,35,104,17,-1375,1041.67,0,0.005,1
96084,36,104,17,-1375,1041.67,0,0.003,1
96085,37,104,17,-1375,1041.67,0,0.002,1
96086,38,104,17,-1375,1041.67,0,0.002,1
96087,39,104,17,-1375,1041.67,0,0.003,3
96088,40,104,17,-1375,1041.67,0,0.004,3
96089,41,104,17,-1375,1041.67,0,0.005,6
96090,42,104,17,-1375,1041.67,0,0.006,7
96091,43,104,17,-1375,1041.67,0,0.008,8
96092,44,104,17,-1375,1041.67,0,0.008,8
96093,45,104,17,-1375,1041.67,0,0.0,9
96094,46,104,17,-1375,1041.67,0,0.0,9
96095,47,104,17,-1375,1041.67,0,0.0,
96096,48,104,17,-1375,1041.67,0,0.0,
96097,14,105,17,1615,1041.67,1,0.027,9
96098,16,105,17,19333,1041.67,1,0.048,8
96099,17,105,17,25240,1041.67,1,0.055,7
96100,18,105,17,32833,1041.67,1,0.064,3
96101,19,105,17,48021,1041.67,1,0.082,1
96102,20,105,17,59833,1041.67,1,0.096,1
96103,21,105,17,93583,1041.67,1,0.136,0
96104,22,105,17,96115,1041.67,1,0.139,0
96105,23,105,17,89365,1041.67,1,0.131,0
96106,24,105,17,69115,1041.67,1,0.107,0
96107,25,105,17,64896,1041.67,1,0.102,0
96108,26,105,17,78396,1041.67,1,0.118,0
96109,27,105,17,81771,1041.67,1,0.122,0
96110,28,105,17,82615,1041.67,1,0.123,0
96111,29,105,17,65740,1041.67,1,0.103,0
96112,30,105,17,-1375,1041.67,0,0.038,0
96113,31,105,17,-1375,1041.67,0,0.016,0
96114,32,105,17,-1375,1041.67,0,0.017,0
96115,33,105,17,-1375,1041.67,0,0.018,1
96116,34,105,17,-1375,1041.67,0,0.014,1
96117,35,105,17,-1375,1041.67,0,0.008,1
96118,36,105,17,-1375,1041.67,0,0.002,1
96119,37,105,17,-1375,1041.67,0,0.002,1
96120,38,105,17,-1375,1041.67,0,0.002,1
96121,39,105,17,-1375,1041.67,0,0.002,3
96122,40,105,17,-1375,1041.67,0,0.003,5
96123,41,105,17,-1375,1041.67,0,0.004,7
96124,42,105,17,-1375,1041.67,0,0.004,8
96125,43,105,17,-1375,1041.67,0,0.007,8
96126,44,105,17,-1375,1041.67,0,0.007,9
96127,45,105,17,-1375,1041.67,0,0.0,9
96128,46,105,17,-1375,1041.67,0,0.0,
